#TYPE System.Management.Automation.PSCustomObject
"OSSize","UPDSize","Billing","FileVM","MAC","HeartBeat","CPUCount","NettoBackupSize","Tier2Size","OSType","NettoTier3Size","SubscriptionID","NettoFailedSize","FailedSize","NettoVSSSize","Environment","Memory","IaaS","OSName","HWProfile","NettoTier2Size","NettoTier1Size","KvK","Computername","NettoOSSize","NettoUPDSize","Status","ReportFaillure","BackupSize","MachineMetricsDate","DifferencingFound","VMName","VSSSize","Tier1Size","TotalSize","Tier3Size","CreatedTimestamp","IaaSMetricsDate","VMId","PartitionKey","RowKey","TableTimestamp","Etag","Datum"
"23","0","Billable","False","001DD8B73BEE","","2","0","0","Windows","0","cf5bbf0f-7272-45dc-8433-24506b88d752","0","0","0","CS","3584","ITON","Windows Server 2016 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","ydssp-app1","0","0","24","0","1/28/2018 10:07:47 PM","2018-01-28","c5a5ca69-7b21-4111-a41f-8e1bd6e9f6dd","","005872fb-d3ff-4c45-bbce-8dc646a43ed7","1/28/2018 10:07:48 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A48.0004056Z'""","20180128"
"19","0","Billable","False","001DD8B73BE0","","2","0","0","Windows","0","1804f16f-07d0-45ab-95f6-fd2445f55825","0","0","0","CS","3584","ITON","Windows Server 2016 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","dm2016-aad","0","0","19","0","1/28/2018 10:07:03 PM","2018-01-28","60baf5e7-a8b6-4904-ac66-a59e71610ce2","","7a43a65e-f634-4e48-9ea3-edcb6af97b66","1/28/2018 10:07:03 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A03.1244324Z'""","20180128"
"23","0","Non-billable","False","001DD8B73BDF","","8","0","0","Windows","0","1804f16f-07d0-45ab-95f6-fd2445f55825","0","0","0","CS","28672","ITON","Windows Server 2016 Datacenter","D4 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","dm2016-rdsh11","0","0","23","0","1/28/2018 10:07:32 PM","2018-01-28","a88155f0-8490-4995-929c-3e507d41eee0","","154c69d6-fc36-4288-9281-0d8b317ac70d","1/28/2018 10:07:32 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A32.8864912Z'""","20180128"
"32","0","Billable","False","001DD8B73B95","","2","0","0","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","3584","ITON","Windows Server 2012 R2 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","ior-prn1","0","0","32","0","1/28/2018 10:07:47 PM","2018-01-28","c5721fbc-c6c6-40fe-b38b-02436a2dacbf","","61bc547d-1596-42cc-8b32-1cca70429026","1/28/2018 10:07:47 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A47.7192042Z'""","20180128"
"34","0","Non-billable","False","001DD8B73B88","","2","0","0","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","3584","ITON","Windows Server 2012 R2 Datacenter","A2 - Gen2","0","0","","","0","0","Running","True","0","2018-01-20","True","ior-rdsh81","0","0","60","0","1/28/2018 10:07:04 PM","2018-01-28","62d9eda4-7110-40a6-9312-08810ccf21fb","","e6179a5a-7a74-4eaf-9aa9-cbd9e29e0b95","1/28/2018 10:07:04 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A04.0912617Z'""","20180128"
"10","0","Non-billable","False","001DD8B73B89","","8","0","0","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","28672","ITON","Windows Server 2012 R2 Datacenter","D4 - Gen2","0","0","","","0","0","Running","True","0","2018-01-20","True","ior-rdsh91","0","0","66","0","1/28/2018 10:06:56 PM","2018-01-28","522d8781-2b06-4b40-8a69-6b2607be14b9","","dacfd9a0-2ad1-4271-9ee2-104a5710ef56","1/28/2018 10:06:56 PM +00:00","W/""datetime'2018-01-28T22%3A06%3A56.2139742Z'""","20180128"
"28","0","Non-billable","False","001DD8B73B83","","2","0","0","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","3584","ITON","Windows Server 2012 R2 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","ior-isup1","0","0","28","0","1/28/2018 10:07:41 PM","2018-01-28","b8538a91-bbfb-4b0c-9e24-b09d742bb3e9","","4f9ea019-6e10-48ee-b39e-b03d07da339b","1/28/2018 10:07:41 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A41.1167274Z'""","20180128"
"32","0","Non-billable","False","001DD8B73B87","","8","0","0","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","28672","ITON","Windows Server 2012 R2 Datacenter","D4 - Gen2","0","0","","","0","0","Running","True","0","2018-01-20","True","ior-rdsh1","0","0","60","0","1/28/2018 10:06:27 PM","2018-01-28","0f9c8d88-9fd7-4022-949d-4c7c4d916bfb","","5852b884-2cbb-459b-b37a-7147de65765b","1/28/2018 10:06:27 PM +00:00","W/""datetime'2018-01-28T22%3A06%3A27.9663869Z'""","20180128"
"21","0","Non-billable","False","001DD8B73BDB","","2","0","0","Windows","0","1804f16f-07d0-45ab-95f6-fd2445f55825","0","0","0","CS","3584","ITON","Windows Server 2016 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","dm2016-rash10","0","0","21","0","1/28/2018 10:08:08 PM","2018-01-28","eb8ea0f9-2846-4bbd-aea1-407e249740e4","","b6e79616-d48f-42f1-8d04-cbb77b04b8c7","1/28/2018 10:08:08 PM +00:00","W/""datetime'2018-01-28T22%3A08%3A08.1313263Z'""","20180128"
"24","0","Non-billable","False","001DD8B73B90","","8","0","0","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","28672","ITON","Windows Server 2012 R2 Datacenter","D4 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","ior-rash3","0","0","24","0","1/28/2018 10:07:29 PM","2018-01-28","9ea3e7d7-d111-4102-be9b-846559fa0045","","04a8c01e-a588-40a1-bd96-e00f49ae45f0","1/28/2018 10:07:29 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A29.9136715Z'""","20180128"
"24","0","Non-billable","False","001DD8B73BCF","","2","0","0","Windows","0","1804f16f-07d0-45ab-95f6-fd2445f55825","0","0","0","CS","3584","ITON","Windows Server 2016 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","dm2016-rdgw1","0","0","25","0","1/28/2018 10:06:57 PM","2018-01-28","5580c185-3697-4149-91c7-eda250f763ee","","2b6b412d-1eed-4a8f-b971-618c7ba0dd75","1/28/2018 10:06:57 PM +00:00","W/""datetime'2018-01-28T22%3A06%3A57.9807829Z'""","20180128"
"33","0","Billable","False","001DD8B73BA2","","2","0","15","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","7168","ITON","Windows Server 2012 R2 Datacenter","D2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","ior-sql2","0","0","47","0","1/28/2018 10:08:02 PM","2018-01-28","e06a3552-6f4e-4ab8-948d-422b26deebe2","","f1b721df-69a9-4676-873d-3648ca6f7672","1/28/2018 10:08:02 PM +00:00","W/""datetime'2018-01-28T22%3A08%3A02.9365446Z'""","20180128"
"30","0","Billable","False","001DD8B73BF0","","2","0","117","Windows","0","cf5bbf0f-7272-45dc-8433-24506b88d752","0","0","0","CS","3584","ITON","Windows Server 2016 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","ydssp-scomgw1","0","0","148","0","1/28/2018 10:07:59 PM","2018-01-28","da831285-e999-4e40-8e62-67e2329a51c0","","3d9bcd4d-3daf-41e2-b31b-8e693cbd661a","1/28/2018 10:07:59 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A59.7137126Z'""","20180128"
"23","0","Non-billable","False","001DD8B73BC7","","2","0","0","Windows","0","1804f16f-07d0-45ab-95f6-fd2445f55825","0","0","0","CS","3584","ITON","Windows Server 2016 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","dm2016-adds1","0","0","23","0","1/28/2018 10:07:11 PM","2018-01-28","7ac3a4e3-7922-4948-a4b9-8cb6a6fea6df","","06085e33-a539-402c-9b51-c829315f3a70","1/28/2018 10:07:12 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A12.0253887Z'""","20180128"
"30","0","Non-billable","True","001DD8B73BC6","","2","0","3","Windows","0","938696dd-2f3e-45ef-93cb-06e5beb0a7a0","0","0","0","CS","7168","ITON","Windows Server 2016 Datacenter","D2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","bmb-dpm1","0","0","33","0","1/28/2018 10:08:02 PM","2018-01-28","df7bf72b-7bad-4134-bf65-e3684ee12423","","c4a0476f-92e5-4faf-9c5f-480e2e560ed1","1/28/2018 10:08:02 PM +00:00","W/""datetime'2018-01-28T22%3A08%3A02.2004536Z'""","20180128"
"25","0","Non-billable","False","001DD8B73B85","","2","0","0","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","3584","ITON","Windows Server 2012 R2 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","ior-rdcb1","0","0","25","0","1/28/2018 10:06:47 PM","2018-01-28","3eae083b-fed1-4e92-9c07-4dac9b2c2199","","b9f1e4d4-d657-439c-9c20-42016656d8a3","1/28/2018 10:06:47 PM +00:00","W/""datetime'2018-01-28T22%3A06%3A47.3541591Z'""","20180128"
"25","0","Non-billable","False","001DD8B73BEC","","2","0","0","Windows","0","cf5bbf0f-7272-45dc-8433-24506b88d752","0","0","0","CS","3584","ITON","Windows Server 2016 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","ydssp-adds2","0","0","26","0","1/28/2018 10:06:39 PM","2018-01-28","2bfba018-eb5f-464d-a14d-1bb65f4ce761","","0756df5b-503f-4628-81f2-0bdd5f4f56cc","1/28/2018 10:06:39 PM +00:00","W/""datetime'2018-01-28T22%3A06%3A39.6318668Z'""","20180128"
"23","0","Non-billable","False","001DD8B73BEB","","2","0","0","Windows","0","cf5bbf0f-7272-45dc-8433-24506b88d752","0","0","0","CS","3584","ITON","Windows Server 2016 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","ydssp-adds1","0","0","23","0","1/28/2018 10:06:30 PM","2018-01-28","151dfb59-bbfb-4531-909f-e771d96b7a22","","07cff8ad-4c69-4d37-8448-97f79ffb7cbc","1/28/2018 10:06:29 PM +00:00","W/""datetime'2018-01-28T22%3A06%3A29.875453Z'""","20180128"
"24","0","Non-billable","False","001DD8B73B91","","8","0","0","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","28672","ITON","Windows Server 2012 R2 Datacenter","D4 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","ior-rash4","0","0","24","0","1/28/2018 10:06:41 PM","2018-01-28","30b61064-cb69-4d5d-bfa0-afff2107fe94","","4ff3ed60-bed2-486c-9ffd-b146ca7eb378","1/28/2018 10:06:41 PM +00:00","W/""datetime'2018-01-28T22%3A06%3A41.6777415Z'""","20180128"
"20","0","Non-billable","False","001DD8B73BC2","","2","0","0","Windows","0","938696dd-2f3e-45ef-93cb-06e5beb0a7a0","0","0","0","CS","3584","ITON","Windows Server 2012 R2 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","bmb-rdgw2","0","0","20","0","1/28/2018 10:07:56 PM","2018-01-28","d3550e7f-5df1-4b22-8f4c-b271a61642c8","","c6fa972a-b76c-4daa-b0c1-25a607dd6cad","1/28/2018 10:07:56 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A56.6153869Z'""","20180128"
"24","0","Billable","False","001DD8B73BA3","","4","0","2","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","7168","ITON","Windows Server 2012 R2 Datacenter","A3 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","ior-app1","0","0","26","0","1/28/2018 10:07:58 PM","2018-01-28","d7a769c0-465e-48bc-bd53-3aa12b076325","","6c9d4b9e-6389-40bd-9644-6d1dbda331d6","1/28/2018 10:07:58 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A58.0794293Z'""","20180128"
"22","0","Non-billable","False","001DD8B73BC5","","2","0","0","Windows","0","938696dd-2f3e-45ef-93cb-06e5beb0a7a0","0","0","0","CS","3584","ITON","Windows Server 2016 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","bmb-prxy1","0","0","21","0","1/28/2018 10:07:15 PM","2018-01-28","8420e80a-cb89-433e-9fe7-937d77a25a68","","7781d23d-142e-44fe-b323-d3dc282e8ad5","1/28/2018 10:07:15 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A15.369724Z'""","20180128"
"22","0","Non-billable","False","001DD8B73BED","","2","0","0","Windows","0","cf5bbf0f-7272-45dc-8433-24506b88d752","0","0","0","CS","3584","ITON","Windows Server 2016 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","ydssp-prxy1","0","0","22","0","1/28/2018 10:07:27 PM","2018-01-28","99de0242-ac59-469b-9f7f-3c6cbb12bb60","","c7321788-7d25-428c-9c62-30672fa2fb55","1/28/2018 10:07:27 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A27.0493535Z'""","20180128"
"20","0","Non-billable","False","001DD8B73B8A","","2","0","0","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","3584","ITON","Windows Server 2012 R2 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","ior-rdgw2","0","0","20","0","1/28/2018 10:07:37 PM","2018-01-28","b1c9682c-067a-406f-8ec1-6691b43238f9","","0cf9975f-792c-4ad7-9b7e-574033ec88ac","1/28/2018 10:07:37 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A37.588863Z'""","20180128"
"27","0","Non-billable","False","001DD8B73B8F","","8","0","0","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","28672","ITON","Windows Server 2012 R2 Datacenter","D4 - Gen2","0","0","","","0","0","Running","True","0","2018-01-20","True","ior-rash2","0","0","72","0","1/28/2018 10:06:50 PM","2018-01-28","45d402ae-18eb-472c-8369-dd998ea69040","","0d426575-e510-44d0-8ad7-fac69896b99e","1/28/2018 10:06:50 PM +00:00","W/""datetime'2018-01-28T22%3A06%3A50.8566818Z'""","20180128"
"33","0","Non-billable","False","001DD8B73BF1","","8","0","0","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","28672","ITON","Windows Server 2012 R2 Datacenter","D4 - Gen2","0","0","","","0","0","Running","True","0","2018-01-20","True","ior-rdsh2","0","0","62","0","1/28/2018 10:07:01 PM","2018-01-28","5d87810b-a285-4cc0-afeb-763d599b1afb","","fe392374-c7a0-4d53-a1eb-2ebf467f6e39","1/28/2018 10:07:01 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A01.4320898Z'""","20180128"
"27","0","Non-billable","False","001DD8B73B8E","","8","0","0","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","28672","ITON","Windows Server 2012 R2 Datacenter","D4 - Gen2","0","0","","","0","0","Running","True","0","2018-01-20","True","ior-rash1","0","0","73","0","1/28/2018 10:07:38 PM","2018-01-28","b34b3151-d09b-4b01-ab03-464209b86085","","4d1a5d64-4ec3-4630-b755-fdbbafa6e7f3","1/28/2018 10:07:38 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A38.6844023Z'""","20180128"
"27","0","Non-billable","False","001DD8B73BCE","","2","0","0","Windows","0","1804f16f-07d0-45ab-95f6-fd2445f55825","0","0","0","CS","3584","ITON","Windows Server 2016 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","dm2016-rdcb1","0","0","27","0","1/28/2018 10:08:05 PM","2018-01-28","e5226540-88d7-4610-bd3e-8715053f263b","","f1e66b12-42f1-4eec-ad75-e9b7932f2270","1/28/2018 10:08:05 PM +00:00","W/""datetime'2018-01-28T22%3A08%3A05.2629791Z'""","20180128"
"35","0","Billable","False","001DD8B73BA4","","2","0","0","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","3584","ITON","Windows Server 2012 R2 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","ior-web1","0","0","36","0","1/28/2018 10:07:59 PM","2018-01-28","db410939-ca2d-4e83-a3d8-b6c11063aadf","","7f817af9-bc02-401f-8b34-730e88f2226d","1/28/2018 10:07:59 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A59.8538117Z'""","20180128"
"18","0","Billable","False","001DD8B73B9F","","2","0","0","Windows","0","a0bc2863-3afb-4fa5-aa95-8c1adf6e03a2","0","0","0","CS","3584","ITON","Windows Server 2012 R2 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","gratst-srv1","0","0","18","0","1/28/2018 10:07:39 PM","2018-01-28","b5eed6e0-aaf1-4689-8762-e1126e89a7de","","e6ff8063-1091-4c94-999f-a134d8e692e6","1/28/2018 10:07:39 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A39.9689391Z'""","20180128"
"23","0","Non-billable","False","001DD8B73B7C","","2","0","1","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","3584","ITON","Windows Server 2012 R2 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","ior-adds2","0","0","24","0","1/28/2018 10:06:37 PM","2018-01-28","252e2d7a-907d-4388-94c1-dbb43996bbd2","","c03c06ca-a384-4b78-8c16-111ae0ecb310","1/28/2018 10:06:37 PM +00:00","W/""datetime'2018-01-28T22%3A06%3A37.6726987Z'""","20180128"
"2","0","Non-billable","False","001DD8B73BB5","","1","0","0","Linux","0","75700cd5-893e-4f68-ada7-50ef4668acc6","0","0","0","CS","1792","ITON","Other Linux (64 bit)","A1 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","bmb-fw1","0","0","2","0","1/28/2018 10:06:45 PM","2018-01-28","38938f97-1651-4d28-bb9f-b9e700e77826","","c642e06a-720c-4bdf-beeb-034a943e9e43","1/28/2018 10:06:46 PM +00:00","W/""datetime'2018-01-28T22%3A06%3A46.0042153Z'""","20180128"
"22","0","Non-billable","False","001DD8B73BC4","","2","0","0","Windows","0","938696dd-2f3e-45ef-93cb-06e5beb0a7a0","0","0","0","CS","3584","ITON","Windows Server 2012 R2 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","bmb-mfa1","0","0","22","0","1/28/2018 10:08:06 PM","2018-01-28","e786ae2c-8f5a-4f0b-932d-3c0fbc3b9e01","","170197a9-2316-413d-acba-4fca3138905b","1/28/2018 10:08:06 PM +00:00","W/""datetime'2018-01-28T22%3A08%3A06.3678389Z'""","20180128"
"21","0","Billable","False","001DD8B73B8B","","2","0","0","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","3584","ITON","Windows Server 2016 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","ior-nps1","0","0","21","0","1/28/2018 10:06:33 PM","2018-01-28","1c5c4224-b2a8-4cbe-b6ce-962538e60310","","1900b9ab-f0ce-487f-9b41-93abe95a5a12","1/28/2018 10:06:33 PM +00:00","W/""datetime'2018-01-28T22%3A06%3A33.9749274Z'""","20180128"
"29","0","Non-billable","False","001DD8B73BCC","","2","0","3","Windows","0","1804f16f-07d0-45ab-95f6-fd2445f55825","0","0","0","CS","3584","ITON","Windows Server 2016 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","dm2016-sql1","0","0","31","0","1/28/2018 10:07:33 PM","2018-01-28","a9ed0989-ef9a-45fd-a59c-45628e78f320","","a3171b6c-13da-473f-9ff5-706ee3e9a81c","1/28/2018 10:07:33 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A33.3623029Z'""","20180128"
"8","0","Non-billable","False","001DD8B73B99","","2","0","0","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","3584","ITON","Windows Server 2012 R2 Datacenter","A2 - Gen2","0","0","","","0","0","Running","True","0","2018-01-20","True","ior-appv1","0","0","27","0","1/28/2018 10:06:59 PM","2018-01-28","59344205-c7fc-4a7e-a06d-065bdb917f7b","","aced29a1-f728-4468-b235-1ed79b992310","1/28/2018 10:06:59 PM +00:00","W/""datetime'2018-01-28T22%3A06%3A59.379745Z'""","20180128"
"6","0","Billable","False","001DD8B73BF5","","2","0","0","Windows","0","cf5bbf0f-7272-45dc-8433-24506b88d752","0","0","0","CS","3584","ITON","Windows Server 2016 Datacenter","A2 - Gen2","0","0","","","0","0","Running","True","0","2018-01-20","True","ydssp-sql2","0","0","45","0","1/28/2018 10:07:13 PM","2018-01-28","7e7dd9e8-8c43-4479-ab8f-02d2cf16d919","","a2e762b7-f01f-4e2d-8f49-ee6e4bc1eb88","1/28/2018 10:07:13 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A13.4163604Z'""","20180128"
"29","0","Non-billable","False","001DD8B73B7F","","2","0","3","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","3584","ITON","Windows Server 2012 R2 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","ior-sql1","0","0","31","0","1/28/2018 10:07:05 PM","2018-01-28","677471c8-d6b6-4970-865f-94dd86a7581f","","e4eed508-3a1a-4f03-9be1-74485371bab2","1/28/2018 10:07:05 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A05.1810344Z'""","20180128"
"40","0","Non-billable","True","001DD8B73B7E","","4","0","556","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","7168","ITON","Windows Server 2012 R2 Datacenter","A3 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","ior-fs1","0","2182","2778","0","1/28/2018 10:07:33 PM","2018-01-28","a97d31a1-825d-4e81-8b8a-4a36e470c9bc","","40bbdae4-a6f5-41be-b5f7-33f8df72f653","1/28/2018 10:07:33 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A33.074094Z'""","20180128"
"28","0","Non-billable","False","001DD8B73BAE","","2","0","1","Windows","0","938696dd-2f3e-45ef-93cb-06e5beb0a7a0","0","0","0","CS","3584","ITON","Windows Server 2012 R2 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","bmb-adds1","0","0","28","0","1/28/2018 10:07:25 PM","2018-01-28","96ae0d1a-4cc3-4959-be6f-9c3aab780469","","14ad99be-92c9-43b9-81eb-0ea8e18355ff","1/28/2018 10:07:25 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A25.4343406Z'""","20180128"
"26","0","Non-billable","False","001DD8B73B7B","","2","0","1","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","3584","ITON","Windows Server 2012 R2 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","ior-adds1","0","0","27","0","1/28/2018 10:06:59 PM","2018-01-28","5a0e374f-74b9-42f4-a40f-ced1ee011333","","597f50f9-25d7-4b2c-87e3-c71e05fc1518","1/28/2018 10:06:59 PM +00:00","W/""datetime'2018-01-28T22%3A06%3A59.6569417Z'""","20180128"
"27","0","Non-billable","False","001DD8B73BBD","","2","0","0","Windows","0","938696dd-2f3e-45ef-93cb-06e5beb0a7a0","0","0","0","CS","3584","ITON","Windows Server 2012 R2 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","bmb-rdcb1","0","0","26","0","1/28/2018 10:06:39 PM","2018-01-28","2c3b6eb9-9616-4809-b433-8410f8ffe254","","6b374f7c-31ef-4073-8dcb-e478a8d0f662","1/28/2018 10:06:39 PM +00:00","W/""datetime'2018-01-28T22%3A06%3A39.8770355Z'""","20180128"
"27","0","Non-billable","False","001DD8B73BB8","","2","0","2","Windows","0","938696dd-2f3e-45ef-93cb-06e5beb0a7a0","0","0","0","CS","3584","ITON","Windows Server 2012 R2 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","bmb-sql1","0","0","28","0","1/28/2018 10:07:01 PM","2018-01-28","5da6f0f7-4925-4957-83af-dfd26364ebac","","812c1165-1b48-4c75-ab41-e638df65ecd1","1/28/2018 10:07:01 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A01.6937134Z'""","20180128"
"24","0","Non-billable","False","001DD8B73BD3","","8","0","0","Windows","0","1804f16f-07d0-45ab-95f6-fd2445f55825","0","0","0","CS","28672","ITON","Windows Server 2012 R2 Datacenter","D4 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","dm2016-rdsh1","0","0","25","0","1/28/2018 10:06:45 PM","2018-01-28","3871fdc4-f0a7-4a76-ab22-a3bed468fb7e","","17cfb2d1-3f3b-4d08-ac8a-43840673e654","1/28/2018 10:06:45 PM +00:00","W/""datetime'2018-01-28T22%3A06%3A45.8711227Z'""","20180128"
"7","0","Non-billable","False","001DD8B73BC1","","8","0","0","Windows","0","938696dd-2f3e-45ef-93cb-06e5beb0a7a0","0","0","0","CS","28672","ITON","Windows Server 2012 R2 Datacenter","D4 - Gen2","0","0","","","0","0","Running","True","0","2018-01-20","True","bmb-rdsh91","0","0","32","0","1/28/2018 10:07:54 PM","2018-01-28","cf23a025-ad13-45d6-b38e-92646aa4d379","","898e1a38-8116-46ae-90e8-0c312ae4c371","1/28/2018 10:07:54 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A54.3597334Z'""","20180128"
"30","0","Non-billable","False","001DD8B73BB6","","2","0","0","Windows","0","938696dd-2f3e-45ef-93cb-06e5beb0a7a0","0","0","0","CS","3584","ITON","Windows Server 2012 R2 Datacenter","A2 - Gen2","0","0","","","0","0","Running","False","0","2018-01-20","False","bmb-mgt1","0","0","29","0","1/28/2018 10:07:55 PM","2018-01-28","d042479e-aeab-4c6f-8820-c53e81da6839","","1b3dcb1d-247b-4d1f-8fc1-8902594b6156","1/28/2018 10:07:55 PM +00:00","W/""datetime'2018-01-28T22%3A07%3A55.1658381Z'""","20180128"
"1","0","Non-billable","False","001DD8B73B9D","","1","0","0","Other","0","a0bc2863-3afb-4fa5-aa95-8c1adf6e03a2","0","0","0","CS","1792","ITON","Unknown","A1","0","0","","","0","0","Running","False","0","2018-01-20","False","gratst-fw1","0","0","1","0","1/28/2018 10:08:14 PM","2018-01-28","f821bc8b-e48e-498d-a0f1-3e2f1b58a915","","26e79989-185a-4ddd-a676-d3599da565f3","1/28/2018 10:08:14 PM +00:00","W/""datetime'2018-01-28T22%3A08%3A14.419454Z'""","20180128"
"30","0","Non-billable","True","001DD8B73B8D","","2","0","4","Windows","0","71f69c43-696d-4f08-aed9-f42a5216649b","0","0","0","CS","7168","ITON","Windows Server 2016 Datacenter","D2 - Gen2","0","0","","","0","0","Running","False","768","2018-01-20","False","ior-dpm1","0","0","802","0","1/28/2018 10:06:57 PM","2018-01-28","555875f9-5372-4e7e-b527-3e4310bb36ca","","1e39d848-f34d-4f21-b283-a9eab00fd232","1/28/2018 10:06:57 PM +00:00","W/""datetime'2018-01-28T22%3A06%3A57.8506939Z'""","20180128"
